distribution,tau,mismatch,c,r,r2
gaussian,2.0,4.2,0.44308706868392317,3.755164742361355,14.10126224227382
gaussian,2.0,4.3,0.4442034606368581,3.8529375799038132,14.845127994635053
gaussian,2.0,4.4,0.4452816211187342,3.950829660999789,15.609055010235707
gaussian,2.0,4.5,0.44632315696697245,4.048832380814954,16.393043647935688
gaussian,2.0,4.6000000000000005,0.44732961748247835,4.146937881392646,17.19709379212933
gaussian,2.0,4.7,0.4483024926847186,4.245138978904564,18.021204950214887
gaussian,2.0,4.800000000000001,0.4492432125644762,4.343429098398526,18.865376332815035
gaussian,2.0,4.9,0.45015314711881693,4.441802215286132,19.72960691972079
gaussian,2.0,5.0,0.45103360699208084,4.540252802875689,20.61389551402055
gaussian,2.0,5.1000000000000005,0.451885844579411,4.638775785317993,21.51824078645256
gaussian,2.0,5.2,0.45271105547644364,4.737366495392579,22.44264131166817
gaussian,2.0,5.300000000000001,0.45351038018117956,4.836020636618773,23.387095597802645
gaussian,2.0,5.4,0.4542849059725172,4.934734249228639,24.351602110510143
gaussian,2.0,5.5,0.4550356689050798,5.033503679587459,25.336159292420486
gaussian,2.0,5.6000000000000005,0.4557636558723957,5.132325552691618,26.340765578811318
gaussian,2.0,5.7,0.45646980670063636,5.231196747413813,27.36541941015286
gaussian,2.0,5.800000000000001,0.457155016243392,5.33011437420162,28.410119242070728
gaussian,2.0,5.9,0.4578201364546872,5.429075754967728,29.47486355317841
gaussian,2.0,6.0,0.4584659784228882,5.528078404939156,30.55965085115464
gaussian,2.0,6.1000000000000005,0.4590933143525561,5.627120016258462,31.664479677376633
gaussian,2.0,6.2,0.45970287948483934,5.7261984431529624,32.78934861036741
gaussian,2.0,6.300000000000001,0.46029537394983966,5.825311688508318,33.93425626827163
gaussian,2.0,6.4,0.46087146454664957,5.924457891700967,35.099201310537865
gaussian,2.0,6.5,0.46143178644854677,6.023635317559885,36.28418243895477
gaussian,2.0,6.6000000000000005,0.46197694483224816,6.122842346342426,37.48919839816403
gaussian,2.0,6.7,0.46250751643122245,6.222077464621557,38.71424797575142
gaussian,2.0,6.800000000000001,0.4630240510139048,6.321339256992967,39.9593300020004
gaussian,2.0,6.9,0.4635270727883074,6.420626398520479,41.224443349378056
gaussian,2.0,7.0,0.46401708173498885,6.5199376478468745,42.509586931811036
gaussian,2.0,7.1000000000000005,0.4644945548707,6.619271840905107,43.81475970379928
gaussian,2.0,7.2,0.464959947445257,6.7186278851717,45.13996065940675
gaussian,2.0,7.300000000000001,0.46541369407435257,6.8180047544103255,46.4851888311618
gaussian,2.0,7.4,0.4658562098111049,6.917401483858926,47.85044328889367
gaussian,2.0,7.5,0.4662878911591757,7.016817165818596,49.23572313852651
gaussian,2.0,7.6000000000000005,0.4667091170302917,7.116250945606766,50.64102752084919
gaussian,2.0,7.7,0.467120249648963,7.215702017841015,52.0663556102749
gaussian,2.0,7.800000000000001,0.4675216354071331,7.315169623023259,53.51170661360224
gaussian,2.0,7.9,0.4679136056714203,7.414653044397084,54.97707976878694
gaussian,2.0,8.0,0.4682964775455189,7.514151605053743,56.46247434373174
gaussian,2.0,8.1,0.46867055459022894,7.613664665264664,57.96788963509969
gaussian,2.0,8.200000000000001,0.46903612750348356,7.713191620020591,59.49332496715588
gaussian,2.0,8.3,0.46939347476263055,7.812731896759305,61.038779690640254
gaussian,2.0,8.4,0.4697428632311212,7.912284953265688,62.604253181674615
gaussian,2.0,8.5,0.4700845487316484,8.01185027572937,64.18974484070479
gaussian,2.0,8.6,0.47041877658767134,8.111427376946613,65.79525409147902
gaussian,2.0,8.700000000000001,0.47074578213516144,8.211015794654415,67.42078038006427
gaussian,2.0,8.8,0.4710657912062996,8.310615089985722,69.0663231738984
gaussian,2.0,8.9,0.4713790205867636,8.410224846035963,70.73188196088063
gaussian,2.0,9.0,0.4716856784481454,8.50984466653169,72.41745624849784
gaussian,2.0,9.1,0.4719859647569522,8.609474174593169,74.12304556298673
gaussian,2.0,9.200000000000001,0.47228007166156083,8.70911301158343,75.8486494485318
gaussian,2.0,9.3,0.47256818385841015,8.80876083603684,77.59426746649643
gaussian,2.0,9.4,0.47285047893864496,8.908417322661116,79.35989919468864
gaussian,2.0,9.5,0.4731271277163477,9.008082161406918,81.14554422665753
gaussian,2.0,9.600000000000001,0.473398294539428,9.107755056599947,82.9512021710219
gaussian,2.0,9.700000000000001,0.47366413758417625,9.207435726130706,84.77687265082808
gaussian,2.0,9.8,0.4739248091344227,9.30712390069763,86.62255530293706
gaussian,2.0,9.9,0.4741804558461914,9.406819323099528,88.48824977743867
gaussian,2.0,10.0,0.4744312189986805,9.506521747573762,90.3739557370929
gaussian,5.0,0.0,0.17419819403919581,0.13245234513030896,0.01754362373051848
gaussian,5.0,0.1,0.17423600504950518,0.15881390121628391,0.025221855219535586
gaussian,5.0,0.2,0.17434906061882424,0.21975756711783342,0.048293388305549065
gaussian,5.0,0.30000000000000004,0.17453613787601063,0.2947337675241216,0.08686799371896296
gaussian,5.0,0.4,0.17479494090210465,0.3756670369857155,0.14112572267762696
gaussian,5.0,0.5,0.175121846135834,0.4596861850108949,0.2113113886898707
gaussian,5.0,0.6000000000000001,0.17551174570451478,0.545642167091449,0.2977253745082527
gaussian,5.0,0.7000000000000001,0.17595807532255034,0.6330171744988279,0.4007107432104795
gaussian,5.0,0.8,0.17645304655592017,0.7215522420468073,0.5206376380027744
gaussian,5.0,0.9,0.17698804022835207,0.8111021467147174,0.6578866924052229
gaussian,5.0,1.0,0.1775540810908431,0.9015727172475982,0.8128333644852177
gaussian,5.0,1.1,0.17814230893465396,0.9928921255941775,0.9858347730669239
gaussian,5.0,1.2000000000000002,0.1787443799438658,1.08499768086884,1.177219967490761
gaussian,5.0,1.3,0.17935276100399603,1.1778301519350196,1.3872838668072713
gaussian,5.0,1.4000000000000001,0.17996090751919208,1.2713318017285047,1.616284550086246
gaussian,5.0,1.5,0.1805633355997135,1.3654461718756508,1.8644432482898692
gaussian,5.0,1.6,0.18115561059639768,1.4601185810888673,2.131946270840967
gaussian,5.0,1.7000000000000002,0.18173427727334393,1.555296800830623,2.4189481386739704
gaussian,5.0,1.8,0.18229675503837617,1.650931652507007,2.725575321249517
gaussian,5.0,1.9000000000000001,0.18284121715336568,1.7469774270541043,3.0519301306365785
gaussian,5.0,2.0,0.18336646762883388,1.843392110788001,3.3980944741154415
gaussian,5.0,2.1,0.18387182471006935,1.940137440795096,3.7641332891749446
gaussian,5.0,2.2,0.18435701600271762,2.037178827658828,4.150097575861397
gaussian,5.0,2.3000000000000003,0.18482208747290285,2.1344851846327177,4.556027003416567
gaussian,5.0,2.4000000000000004,0.18526732668002974,2.2320286975271864,4.981952106584908
gaussian,5.0,2.5,0.1856931994633188,2.3297845625947913,5.427896108105003
gaussian,5.0,2.6,0.18610029870151826,2.427730712678265,5.8938764132813155
gaussian,5.0,2.7,0.18648930352220783,2.5258475457342424,6.379905824291696
gaussian,5.0,2.8000000000000003,0.18686094732115796,2.6241176650482205,6.885993520018125
gaussian,5.0,2.9000000000000004,0.1872159930564526,2.722525636570386,7.412145841782984
gaussian,5.0,3.0,0.18755521445685305,2.821057766307546,7.958366920844121
gaussian,5.0,3.1,0.1878793819727621,2.9197018987458945,8.524659177540382
gaussian,5.0,3.2,0.18818925248770477,3.0184472360971113,9.11102371710229
gaussian,5.0,3.3000000000000003,0.18848556198116065,3.1172841773961326,9.717460642644284
gaussian,5.0,3.4000000000000004,0.18876902048542027,3.2162041760466726,10.343969302020056
gaussian,5.0,3.5,0.18904030880841854,3.3151996142023417,10.990548482007355
gaussian,5.0,3.6,0.18930007660223575,3.4142636923113177,11.657196560635311
gaussian,5.0,3.7,0.18954894144531761,3.513390332186625,12.343911626302443
gaussian,5.0,3.8000000000000003,0.1897874886780624,3.612574092054334,13.050691570582195
gaussian,5.0,3.9000000000000004,0.1900162717888862,3.711810092152445,13.777534160204743
gaussian,5.0,4.0,0.1902358131936485,3.811093949586795,14.524437092577077
gaussian,5.0,4.1000000000000005,0.1904466052875486,3.910421721285856,15.291398038304235
gaussian,5.0,4.2,0.19064911167712872,4.009789854027162,16.07841467345917
gaussian,5.0,4.3,0.19084376852237458,4.109195140630378,16.885484703780314
gaussian,5.0,4.4,0.1910309859363484,4.208634681523733,17.71260588252438
gaussian,5.0,4.5,0.1912111494033437,4.308105850991119,18.55977602334391
gaussian,5.0,4.6000000000000005,0.19138462118704264,4.407606267496571,19.426993009275055
gaussian,5.0,4.7,0.19155174170823897,4.507133767561776,20.314254798695615
gaussian,5.0,4.800000000000001,0.19171283087788174,4.606686382741355,21.22155942893463
gaussian,5.0,4.9,0.19186818937592012,4.7062623193010396,22.1489050180728
gaussian,5.0,5.0,0.1920180998700011,4.805859940256289,23.09628976536018
gaussian,5.0,5.1000000000000005,0.19216282817075683,4.905477749474426,24.06371195058868
gaussian,5.0,5.2,0.19230262432240763,5.005114377582669,25.051169932684747
gaussian,5.0,5.300000000000001,0.19243772362886838,5.104768569458558,26.05866214773197
gaussian,5.0,5.4,0.19256834761659264,5.204439173108653,27.086187106587875
gaussian,5.0,5.5,0.19269470493612517,5.3041251297668115,28.133743392223796
gaussian,5.0,5.6000000000000005,0.19281699220482684,5.403825465065254,29.20132965688771
gaussian,5.0,5.7,0.19293539479355076,5.503539281150639,30.28894461916809
gaussian,5.0,5.800000000000001,0.19305008756022615,5.603265749633715,31.396587061018273
gaussian,5.0,5.9,0.1931612355333814,5.7030041052753,32.52425582478693
gaussian,5.0,6.0,0.19326899454864127,5.802753640323623,33.67194981028906
gaussian,5.0,6.1000000000000005,0.1933735118411798,5.902513699428615,34.839667971942475
gaussian,5.0,6.2,0.19347492659702198,6.0022836750680515,36.027409315988436
gaussian,5.0,6.300000000000001,0.19357337046597226,6.102063003428361,37.23517289780915
gaussian,5.0,6.4,0.1936689680388148,6.2018511606898565,38.46295781935012
gaussian,5.0,6.5,0.19376183729129273,6.30164765967231,39.7107632266535
gaussian,5.0,6.6000000000000005,0.1938520899972242,6.401452046801842,40.97858830750349
gaussian,5.0,6.7,0.19393983211297153,6.501263899364924,42.26643228918561
gaussian,5.0,6.800000000000001,0.19402516413533324,6.601082823019111,43.57429443635796
gaussian,5.0,6.9,0.1941081814347899,6.70090844953372,44.902174049032396
gaussian,5.0,7.0,0.19418897456590284,6.800740434736727,46.25007046066308
gaussian,5.0,7.1000000000000005,0.19426762955653482,6.9005784566468265,47.617983036338295
gaussian,5.0,7.2,0.1943442281774423,7.000422213771945,49.0059111710717
gaussian,5.0,7.300000000000001,0.1944188481936752,7.100271423557626,50.41385428818903
gaussian,5.0,7.4,0.19449156359911385,7.200125820970445,51.84181183780533
gaussian,5.0,7.5,0.19456244483537252,7.299985157203326,53.28978329538887
gaussian,5.0,7.6000000000000005,0.19463155899620738,7.399849198490936,54.757768160406954
gaussian,5.0,7.7,0.19469897001848013,7.499717725024686,56.24576595504945
gaussian,5.0,7.800000000000001,0.19476473886064818,7.599590529957889,57.75377622302563
gaussian,5.0,7.9,0.19482892366967958,7.699467418492687,59.28179852843044
gaussian,5.0,8.0,0.1948915799372215,7.799348207041168,60.829832454676286
gaussian,5.0,8.1,0.1949527606457885,7.899232722453876,62.39787760348607
gaussian,5.0,8.200000000000001,0.19501251640567774,7.999120801309639,63.98593359394456
gaussian,5.0,8.3,0.1950708955832662,8.099012289261216,65.5940000616042
gaussian,5.0,8.4,0.19512794442129294,8.198907040431825,67.22207665764255
gaussian,5.0,8.5,0.19518370715168554,8.298804916858039,68.87016304806716
gaussian,5.0,8.6,0.1952382261014482,8.398705787975125,70.53825891296687
gaussian,5.0,8.700000000000001,0.19529154179208724,8.498609530141085,72.22636394580488
gaussian,5.0,8.8,0.19534369303301793,8.59851602619615,73.93447785275202
gaussian,5.0,8.9,0.19539471700936079,8.698425165054779,75.66260035205826
gaussian,5.0,9.0,0.1954446493645055,8.798336841327368,77.41073117345844
gaussian,5.0,9.1,0.19549352427779507,8.8982509549693,79.17887005761204
gaussian,5.0,9.200000000000001,0.1955413745376528,8.998167410955066,80.9670167555738
gaussian,5.0,9.3,0.19558823161045538,9.098086118975418,82.77517102829319
gaussian,5.0,9.4,0.19563412570543107,9.198006993155783,84.60333264614269
gaussian,5.0,9.5,0.19567908583584048,9.29792995179411,86.45150138847002
gaussian,5.0,9.600000000000001,0.19572313987668344,9.397854917116804,88.3196770431765
gaussian,5.0,9.700000000000001,0.19576631461915298,9.497781815051185,90.20785940631698
gaussian,5.0,9.8,0.19580863582204497,9.597710575013283,92.11604828172179
gaussian,5.0,9.9,0.19585012826031636,9.697641129709778,94.04424348063874
gaussian,5.0,10.0,0.1958908157709714,9.797573414953035,95.99244482139449
cauchy,0.2,0.0,2.629568743720482,1.7169136034731893,2.947792321791292
cauchy,0.2,0.7142857142857143,2.6336620820640206,1.7750981456663522,3.150973426748122
cauchy,0.2,1.4285714285714286,2.6466929370231345,1.9404994090005485,3.765537956331478
cauchy,0.2,2.142857142857143,2.6704601055056694,2.19272180567817,4.808028917096535
cauchy,0.2,2.857142857142857,2.706544125123525,2.511779077124703,6.309034132281424
cauchy,0.2,3.5714285714285716,2.7550270159139774,2.8832021584853162,8.312854686694386
cauchy,0.2,4.285714285714286,2.8142408613119683,3.297419518764698,10.872975482730412
cauchy,0.2,5.0,2.881463289693738,3.7477800522772666,14.04585532024739
cauchy,0.2,5.714285714285714,2.9537665231251284,4.2291715005527015,17.88589158108719
cauchy,0.2,6.428571428571429,3.0285568341302342,4.737353066049402,22.442514072407672
cauchy,0.2,7.142857142857143,3.103784123361497,5.26868526635459,27.75904443590193
cauchy,0.2,7.857142857142858,3.177950677111251,5.82002098737407,33.87264429347464
cauchy,0.2,8.571428571428571,3.250032038961867,6.388647126588505,40.81481210806756
cauchy,0.2,9.285714285714286,3.319374868813825,6.972237194213906,48.612091492379804
cauchy,0.2,10.0,3.385601386030394,7.568805012231415,57.2868093131794
cauchy,0.5,0.0,1.296953786511722,0.9537872436056563,0.9097101060648755
cauchy,0.5,0.7142857142857143,1.3012532226153635,1.0826187716648847,1.1720634047611838
cauchy,0.5,1.4285714285714286,1.3163542726724313,1.4053129899182706,1.9749045996330292
cauchy,0.5,2.142857142857143,1.3445054878002543,1.836469448069607,3.3726200336930874
cauchy,0.5,2.857142857142857,1.382469422454911,2.334580090521527,5.450264199059501
cauchy,0.5,3.5714285714285716,1.4245577997275378,2.879933576559514,8.294017405394875
cauchy,0.5,4.285714285714286,1.4664804717279614,3.4602514005526075,11.973339755026283
cauchy,0.5,5.0,1.5059343793106692,4.066806863716768,16.538918066773814
cauchy,0.5,5.714285714285714,1.5419803209503233,4.693234653141263,22.026451509445995
cauchy,0.5,6.428571428571429,1.5744262595640794,5.33488012077015,28.460945902988534
cauchy,0.5,7.142857142857143,1.6034379478575738,5.988327434103976,35.86006545804231
cauchy,0.5,7.857142857142858,1.6293270602819834,6.651050409983734,44.23647155614479
cauchy,0.5,8.571428571428571,1.6524448393194706,7.321160680991407,53.59939371689457
cauchy,0.5,9.285714285714286,1.6731325219269164,7.997229295189643,63.95567639983944
cauchy,0.5,10.0,1.6917007855057389,8.678161106957457,75.31048019830908
cauchy,1.0,0.0,0.7415020786843993,0.5901256605773489,0.34824829527185247
cauchy,1.0,0.7142857142857143,0.7455182716976995,0.8140669348605327,0.6627049744332228
cauchy,1.0,1.4285714285714286,0.7599730438321229,1.2806047282747222,1.639948470079575
cauchy,1.0,2.142857142857143,0.7822664232933696,1.8375592560479581,3.3766240194875254
cauchy,1.0,2.857142857142857,0.8057025008346757,2.4437301582982327,5.971817086576306
cauchy,1.0,3.5714285714285716,0.826896755336975,3.0806466175105633,9.490383581979275
cauchy,1.0,4.285714285714286,0.8450500316333046,3.7375984514481315,13.969642184267471
cauchy,1.0,5.0,0.8603440804733675,4.4080550737543085,19.430949533251102
cauchy,1.0,5.714285714285714,0.8732150800801345,5.087920122957893,25.886931177599863
cauchy,1.0,6.428571428571429,0.88410377544384,5.774544837566371,33.34536808106442
cauchy,1.0,7.142857142857143,0.8933864737214566,6.466162394821882,41.811256116208654
cauchy,1.0,7.857142857142858,0.9013667014772291,7.1615588279223665,51.28792484579278
cauchy,1.0,8.571428571428571,0.908284498788464,7.859877082498978,61.77766775199265
cauchy,1.0,9.285714285714286,0.9143288949055839,8.560497120667105,73.2821109529498
cauchy,1.0,10.0,0.9196491757953565,9.262960481903264,85.80243688930155
cauchy,2.0,0.0,0.4126420103759098,0.35105612311316403,0.12324040157524498
cauchy,2.0,0.7142857142857143,0.41578523427868597,0.7016764388180811,0.49234982479242423
cauchy,2.0,1.4285714285714286,0.42550141152674814,1.285739567804026,1.6531262362168835
cauchy,2.0,2.142857142857143,0.4364944137274185,1.9261277035250817,3.7099679302868047
cauchy,2.0,2.857142857142857,0.445745795200358,2.593728125218275,6.727425587548307
cauchy,2.0,3.5714285714285716,0.45304322577068223,3.276366709202451,10.734578813170097
cauchy,2.0,4.285714285714286,0.4587792297199646,3.9679774652552653,15.7448451647736
cauchy,2.0,5.0,0.4633467378676162,4.665294375235727,21.764971607606114
cauchy,2.0,5.714285714285714,0.46704481603498493,5.3664370192830875,28.798646281931948
cauchy,2.0,6.428571428571429,0.47008845198540544,6.070258125094787,36.84803370527928
cauchy,2.0,7.142857142857143,0.47263129072914883,6.7760224507585844,45.91448025318437
cauchy,2.0,7.857142857142858,0.47478428806142087,7.483238910425342,55.998864590503864
cauchy,2.0,8.571428571428571,0.47662883684662266,8.191567825590234,67.1017834412451
cauchy,2.0,9.285714285714286,0.4782256595984337,8.900767148244213,79.22365582726343
cauchy,2.0,10.0,0.47962081090722825,9.610659938096731,92.36478444573746
cauchy,5.0,0.0,0.18179626391416417,0.1650353038204568,0.027236651507110486
cauchy,5.0,0.7142857142857143,0.18324326712853403,0.6783448123065193,0.46015168438316695
cauchy,5.0,1.4285714285714286,0.18637223178174292,1.3458390015147557,1.8112826179982344
cauchy,5.0,2.142857142857143,0.1889623623112248,2.035575755413394,4.143568656026811
cauchy,5.0,2.857142857142857,0.1908310016027308,2.7350278673308743,7.480377435076471
cauchy,5.0,3.5714285714285716,0.19219229126728224,3.43946393169548,11.829912137434128
cauchy,5.0,4.285714285714286,0.19321486734789575,4.146757947529282,17.19560147539726
cauchy,5.0,5.0,0.1940066122057343,4.855832045065263,23.579104849882693
cauchy,5.0,5.714285714285714,0.1946359155868582,5.566086429768292,30.981318143650736
cauchy,5.0,6.428571428571429,0.1951472752231641,6.277162300580038,39.402766547823276
cauchy,5.0,7.142857142857143,0.19557058538706115,6.988832389913064,48.84377817429795
cauchy,5.0,7.857142857142858,0.19592655770842177,7.7009459557893,59.30456861398758
cauchy,5.0,8.571428571428571,0.19622994652139317,8.413399160230478,70.78528542936691
cauchy,5.0,9.285714285714286,0.19649152438388165,9.126118182775246,83.28603308598095
cauchy,5.0,10.0,0.19671932912903797,9.839049123688591,96.80688765835723
mix,0.2,0.0,2.1877547599638505,1.2755547163213994,1.6270398343297656
mix,0.2,0.7142857142857143,2.1919355950990034,1.334454699901386,1.780769346088898
mix,0.2,1.4285714285714286,2.206149441287735,1.4988970493573672,2.2466923645722217
mix,0.2,2.142857142857143,2.234289198352644,1.7444008323262479,3.042934263820506
mix,0.2,2.857142857142857,2.2796438410447517,2.051312852718594,4.207884419728497
mix,0.2,3.5714285714285716,2.3425974165450807,2.408472186503353,5.800738273160242
mix,0.2,4.285714285714286,2.420567343567601,2.8095648907363966,7.89365487525862
mix,0.2,5.0,2.509364529622278,3.2498222147141944,10.561344427249871
mix,0.2,5.714285714285714,2.6045750500491094,3.7246841522334706,13.873272033899168
mix,0.2,6.428571428571429,2.7023875604507723,4.229637390551461,17.88983245555097
mix,0.2,7.142857142857143,2.799895223568166,4.76041603458421,22.661560822326457
mix,0.2,7.857142857142858,2.8950780671260765,5.313187852804609,28.229965159190453
mix,0.2,8.571428571428571,2.986647799773703,5.8846355240212365,34.628935250572695
mix,0.2,9.285714285714286,3.073864376538146,6.471952987016139,41.88617546614712
mix,0.2,10.0,3.1563736165412406,7.072796210650041,50.024446237385575
mix,0.5,0.0,1.1473705237291898,0.7555553204548546,0.5708638422676381
mix,0.5,0.7142857142857143,1.1530179164001957,0.8857508754241563,0.7845546133146593
mix,0.5,1.4285714285714286,1.1727613566447777,1.2022141326202074,1.4453188206717575
mix,0.5,2.142857142857143,1.20933609492856,1.6198543192710348,2.623928015661028
mix,0.5,2.857142857142857,1.2588520079397527,2.105743348659486,4.434155050423666
mix,0.5,3.5714285714285716,1.3139578776991603,2.6440633029752583,6.991070750140432
mix,0.5,4.285714285714286,1.368694504078935,3.222290147351274,10.383153793717094
mix,0.5,5.0,1.4197722531924546,3.8301230666829444,14.669842705936762
mix,0.5,5.714285714285714,1.4659072342764963,4.459743931463926,19.889315934229316
mix,0.5,6.428571428571429,1.506927786031526,5.105508114730846,26.066213109582513
mix,0.5,7.142857142857143,1.5431708018160724,5.763406609230828,33.216855743325596
mix,0.5,7.857142857142858,1.5751562260541936,6.430583540692563,41.3524046738261
mix,0.5,8.571428571428571,1.6034320664829262,7.104979279026896,50.48073055540155
mix,0.5,9.285714285714286,1.628508661524087,7.785084393460938,60.60753901330906
mix,0.5,10.0,1.6508360020226158,8.469773711247901,71.73706671974605
mix,1.0,0.0,0.6836856402666885,0.49201594821713673,0.24207969330000817
mix,1.0,0.7142857142857143,0.6892554165523296,0.7170333556313322,0.5141368330879285
mix,1.0,1.4285714285714286,0.7076813804556388,1.1722889248841288,1.3742613234059866
mix,1.0,2.142857142857143,0.7359051362714772,1.7169460881493674,2.9479038696114155
mix,1.0,2.857142857142857,0.7661531780724457,2.316900784235134,5.36802924398938
mix,1.0,3.5714285714285716,0.7936628625717504,2.952717948129604,8.7185432812067
mix,1.0,4.285714285714286,0.8170735252394021,3.6113390256441655,13.041769558140551
mix,1.0,5.0,0.836567157056549,4.284651564011583,18.358239024986908
mix,1.0,5.714285714285714,0.8527613812697289,4.967735742284255,24.678398405168494
mix,1.0,6.428571428571429,0.8662921673615773,5.657558421168486,32.00796728893445
mix,1.0,7.142857142857143,0.877697498640379,6.352189395701459,40.35031011886207
mix,1.0,7.857142857142858,0.887404321685686,7.050356900806566,49.70753242875077
mix,1.0,8.571428571428571,0.8957444236304891,7.751194823183837,60.08102118695191
mix,1.0,9.285714285714286,0.902974721991861,8.454095413674606,71.471729263514
mix,1.0,10.0,0.9092949924102406,9.158620765684827,83.88033432963331
mix,2.0,0.0,0.3931017363861326,0.3056038152238419,0.0933936918793681
mix,2.0,0.7142857142857143,0.397176520170561,0.656370787998529,0.4308226113378099
mix,2.0,1.4285714285714286,0.408866654015891,1.2286415838030096,1.5095601414499678
mix,2.0,2.142857142857143,0.4226753346974467,1.8615148433004527,3.465237511827909
mix,2.0,2.857142857142857,0.43463765204172067,2.527042461730484,6.385943603388864
mix,2.0,3.5714285714285716,0.4440856079085999,3.210354577354028,10.306376512337959
mix,2.0,4.285714285714286,0.45143505695592256,3.9036732523179625,15.238664860862698
mix,2.0,5.0,0.45720882394065315,4.602968426737994,21.187318337546845
mix,2.0,5.714285714285714,0.46182160011684853,5.30605484872336,28.154218057660675
mix,2.0,6.428571428571429,0.4655722435326261,6.011675769043015,36.14024555209893
mix,2.0,7.142857142857143,0.4686723073631526,6.719066797553509,45.14585862998597
mix,2.0,7.857142857142858,0.47127254960386367,7.427739671089228,55.171316621472705
mix,2.0,8.571428571428571,0.47348202979865694,8.137369176241751,66.21677711044936
mix,2.0,9.285714285714286,0.4753810301474356,8.84773089922871,78.28234206516647
mix,2.0,10.0,0.4770296876758428,9.558665199776385,91.36808040141612
mix,5.0,0.0,0.17791855707814405,0.14897745110410818,0.022194280937476944
mix,5.0,0.7142857142857143,0.17957371034756284,0.6617020572832153,0.43784961261283956
mix,5.0,1.4285714285714286,0.18322866305251825,1.3218173386451386,1.7472010767429171
mix,5.0,2.142857142857143,0.18651800056620632,2.00858805803966,4.034425986899532
mix,5.0,2.857142857142857,0.18894938255622362,2.70769625727528,7.33161902166256
mix,5.0,3.5714285714285716,0.19071142550256845,3.4127410407636516,11.646801411312572
mix,5.0,4.285714285714286,0.19201723128028342,4.120909534392581,16.98189539064768
mix,5.0,5.0,0.19301360305952436,4.8308774817647855,23.337377243822075
mix,5.0,5.714285714285714,0.1937949131137746,5.541963261213492,30.71335678864008
mix,5.0,6.428571428571429,0.19442225523263248,6.253786559605644,39.1098463331042
mix,5.0,7.142857142857143,0.1949362089206408,6.966120409105635,48.52683355415806
mix,5.0,7.857142857142858,0.19536452327750525,7.678821661433696,58.964302108103354
mix,5.0,8.571428571428571,0.1957267102554193,8.39179582951063,70.42223724419199
mix,5.0,9.285714285714286,0.1960368423266734,9.104978139871553,82.90062692753885
mix,5.0,10.0,0.19630530150451014,9.81832275288673,96.39946167985325
